source,target,strength,date,type
CADIZ,OASIS,0.0348,2015,A
CADIZ,ABSA,0.584,2015,A
CADIZ,ASHBURTON,0.02996,2015,A
CADIZ,MOMENTUM,0.10419,2015,A
CADIZ,PRIME,0.02348,2015,A
CADIZ,CARTESIAN,0.02292,2015,A
CADIZ,GLACIER,0.03582,2015,A
CADIZ,COLOURFIELD,0.02375,2015,A
CADIZ,PRESCIENT,0.0345,2015,A
CADIZ,HOLLARD,0.02317,2015,A
CADIZ,CITADEL,0.02293,2015,A
CADIZ,PRUDENTIAL,1.0539,2015,A
CADIZ,CORONATION,0.06603,2015,A
CADIZ,INV,0.02314,2015,A
CADIZ,PSG,0.03114,2015,A
CADIZ,US,0.02833,2015,A
CADIZ,INVESTEC,0.15982,2015,A
CADIZ,NEDBANK,0.11642,2015,A
OASIS,BCI,0.02672,2015,A
OASIS,STANLIB,0.26536,2015,A
OASIS,RECM,0.03217,2015,A
OASIS,EFFICIENT,0.02657,2015,A
OASIS,SIM,0.05382,2015,A
OASIS,GRYPHON,0.02755,2015,A
OASIS,TRUFFLE,0.02683,2015,A
OASIS,SELECT,0.02678,2015,A
OASIS,DISCOVERY,0.02701,2015,A
OASIS,OLD,0.13046,2015,A
OASIS,MARRIOT,0.02702,2015,A
OASIS,NEWFUNDS,0.02706,2015,A
OASIS,PIC,0.02655,2015,A
OASIS,ALLAN,0.05142,2015,A
OASIS,COMMUNITY,0.02659,2015,A
OASIS,CADIZ,0.0348,2015,A
OASIS,ABSA,0.58405,2015,A
OASIS,ASHBURTON,0.03309,2015,A
OASIS,MOMENTUM,0.10606,2015,A
OASIS,PRIME,0.02725,2015,A
OASIS,CARTESIAN,0.0268,2015,A
OASIS,GLACIER,0.0344,2015,A
OASIS,COLOURFIELD,0.0275,2015,A
OASIS,PRESCIENT,0.03226,2015,A
OASIS,HOLLARD,0.02621,2015,A
OASIS,CITADEL,0.02682,2015,A
OASIS,PRUDENTIAL,1.05399,2015,A
OASIS,CORONATION,0.05837,2015,A
OASIS,INV,0.02698,2015,A
OASIS,PSG,0.03411,2015,A
OASIS,US,0.03042,2015,A
OASIS,INVESTEC,0.1588,2015,A
OASIS,NEDBANK,0.11628,2015,A
ABSA,BCI,0.58356,2015,A
ABSA,STANLIB,0.6409,2015,A
ABSA,RECM,0.58395,2015,A
ABSA,EFFICIENT,0.58356,2015,A
ABSA,SIM,0.58547,2015,A
ABSA,GRYPHON,0.58358,2015,A
ABSA,TRUFFLE,0.58358,2015,A
ABSA,SELECT,0.58357,2015,A
ABSA,DISCOVERY,0.58362,2015,A
ABSA,OLD,0.59768,2015,A
ABSA,MARRIOT,0.58357,2015,A
ABSA,NEWFUNDS,0.58356,2015,A
ABSA,PIC,0.58355,2015,A
ABSA,ALLAN,0.58517,2015,A
ABSA,COMMUNITY,0.58355,2015,A
ABSA,CADIZ,0.584,2015,A
ABSA,OASIS,0.58405,2015,A
ABSA,ASHBURTON,0.58391,2015,A
ABSA,MOMENTUM,0.59246,2015,A
ABSA,PRIME,0.58358,2015,A
ABSA,CARTESIAN,0.58356,2015,A
ABSA,GLACIER,0.58419,2015,A
ABSA,COLOURFIELD,0.58364,2015,A
ABSA,PRESCIENT,0.58406,2015,A
ABSA,HOLLARD,0.58356,2015,A
ABSA,CITADEL,0.58355,2015,A
ABSA,PRUDENTIAL,1.20443,2015,A
ABSA,CORONATION,0.58688,2015,A
ABSA,INV,0.58357,2015,A
ABSA,PSG,0.58394,2015,A
ABSA,US,0.58351,2015,A
ABSA,INVESTEC,0.60475,2015,A
ABSA,NEDBANK,0.59489,2015,A
ASHBURTON,BCI,0.02009,2015,A
ASHBURTON,STANLIB,0.25855,2015,A
ASHBURTON,RECM,0.02406,2015,A
ASHBURTON,EFFICIENT,0.01985,2015,A
ASHBURTON,SIM,0.05013,2015,A
ASHBURTON,GRYPHON,0.01989,2015,A
ASHBURTON,TRUFFLE,0.01981,2015,A
ASHBURTON,SELECT,0.02026,2015,A
ASHBURTON,DISCOVERY,0.02175,2015,A
ASHBURTON,OLD,0.13093,2015,A
ASHBURTON,MARRIOT,0.02021,2015,A
ASHBURTON,NEWFUNDS,0.01873,2015,A
ASHBURTON,PIC,0.01977,2015,A
ASHBURTON,ALLAN,0.04653,2015,A
ASHBURTON,COMMUNITY,0.0201,2015,A
ASHBURTON,CADIZ,0.02996,2015,A
ASHBURTON,OASIS,0.03309,2015,A
ASHBURTON,ABSA,0.58391,2015,A
ASHBURTON,MOMENTUM,0.10347,2015,A
ASHBURTON,PRIME,0.02079,2015,A
ASHBURTON,CARTESIAN,0.02032,2015,A
ASHBURTON,GLACIER,0.03428,2015,A
ASHBURTON,COLOURFIELD,0.01898,2015,A
ASHBURTON,PRESCIENT,0.03039,2015,A
ASHBURTON,HOLLARD,0.01966,2015,A
ASHBURTON,CITADEL,0.01953,2015,A
ASHBURTON,PRUDENTIAL,1.05373,2015,A
ASHBURTON,CORONATION,0.06122,2015,A
ASHBURTON,INV,0.02062,2015,A
ASHBURTON,PSG,0.02641,2015,A
